id,Activity_Date,ActivityDay,TotalDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,ModeratelyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,TotalSteps,ActivityLevel,Calories,CalorieLevel,totalsleeprecords,totalminutesasleep,totaltimeinbed
1503960366,2016-04-26,Tuesday,8.78999996185303,2.32999992370605,0.920000016689301,5.53999996185303,0,31,23,279,833,13755,Moderately Active,1970,Medium,1,245,274
1503960366,2016-04-27,Wednesday,12.210000038147,6.40000009536743,0.409999996423721,5.40999984741211,0,78,11,243,1108,18134,Very Active,2159,Medium,0,0,0
1503960366,2016-04-28,Thursday,8.52999973297119,3.53999996185303,1.1599999666214,3.78999996185303,0,48,28,189,782,13154,Moderately Active,1898,Medium,1,366,393
1503960366,2016-04-29,Friday,7.15000009536743,1.05999994277954,0.5,5.57999992370605,0,16,12,243,815,11181,Moderately Active,1837,Medium,1,341,354
1503960366,2016-04-30,Saturday,9.25,3.55999994277954,1.41999995708466,4.26999998092651,0,52,34,217,712,14673,Moderately Active,1947,Medium,1,404,425
1503960366,2016-05-01,Sunday,6.80999994277954,2.28999996185303,1.60000002384186,2.92000007629395,0,33,35,246,730,10602,Moderately Active,1820,Medium,1,369,396
1503960366,2016-05-02,Monday,9.71000003814697,3.21000003814697,0.569999992847443,5.92000007629395,0,41,15,277,798,14727,Moderately Active,2004,Medium,1,277,309
1503960366,2016-05-03,Tuesday,9.65999984741211,3.73000001907349,1.04999995231628,4.88000011444092,0,50,24,254,816,15103,Very Active,1990,Medium,1,273,296
1503960366,2016-05-04,Wednesday,7.15000009536743,2.46000003814697,0.870000004768372,3.8199999332428,0,36,22,203,1179,11100,Moderately Active,1819,Medium,0,0,0
1503960366,2016-05-05,Thursday,8.89999961853027,2.92000007629395,1.08000004291534,4.88000011444092,0,45,24,250,857,14070,Moderately Active,1959,Medium,1,247,264
1503960366,2016-05-06,Friday,8.02999973297119,1.97000002861023,0.25,5.80999994277954,0,24,6,289,754,12159,Moderately Active,1896,Medium,1,334,367
1503960366,2016-05-07,Saturday,7.71000003814697,2.46000003814697,2.11999988555908,3.13000011444092,0,37,46,175,833,11992,Moderately Active,1821,Medium,1,331,349
1503960366,2016-05-08,Sunday,6.57999992370605,3.52999997138977,0.319999992847443,2.73000001907349,0,44,8,203,574,10060,Moderately Active,1740,Low,1,594,611
1503960366,2016-05-09,Monday,7.71999979019165,3.45000004768372,0.529999971389771,3.74000000953674,0,46,11,206,835,12022,Moderately Active,1819,Medium,1,338,342
1503960366,2016-05-10,Tuesday,7.76999998092651,3.34999990463257,1.1599999666214,3.25999999046326,0,46,31,214,746,12207,Moderately Active,1859,Medium,1,383,403
1503960366,2016-05-11,Wednesday,8.13000011444092,2.55999994277954,1.00999999046326,4.55000019073486,0,36,23,251,669,12770,Moderately Active,1783,Low,1,285,306
1503960366,2016-05-12,Thursday,0,0,0,0,0,0,0,0,1440,0,Sedentary,0,Low,0,0,0
1624580081,2016-04-12,Tuesday,5.30999994277954,0,0,5.30999994277954,0,0,0,146,1294,8163,Moderately Active,1432,Low,0,0,0
1624580081,2016-04-13,Wednesday,4.55000019073486,0,0,4.55000019073486,0,0,0,148,1292,7007,Moderately Active,1411,Low,0,0,0
1624580081,2016-04-14,Thursday,5.92000007629395,0,0,5.90999984741211,0.00999999977648258,0,0,236,1204,9107,Moderately Active,1572,Low,0,0,0
1624580081,2016-04-15,Friday,0.980000019073486,0,0,0.970000028610229,0,0,0,96,1344,1510,Light Active,1344,Low,0,0,0
1624580081,2016-04-16,Saturday,3.49000000953674,0,0,3.49000000953674,0,0,0,176,1264,5370,Moderately Active,1463,Low,0,0,0
1624580081,2016-04-17,Sunday,4.05999994277954,1.02999997138977,1.51999998092651,1.49000000953674,0.00999999977648258,15,22,127,1276,6175,Moderately Active,1554,Low,0,0,0
1624580081,2016-04-18,Monday,7.40999984741211,2.15000009536743,0.620000004768372,4.61999988555908,0.00999999977648258,17,7,202,1214,10536,Moderately Active,1604,Low,0,0,0
1624580081,2016-04-19,Tuesday,1.89999997615814,0,0,1.89999997615814,0,0,0,141,1299,2916,Light Active,1435,Low,0,0,0
1624580081,2016-04-20,Wednesday,3.23000001907349,0,0,3.23000001907349,0,0,0,151,1289,4974,Light Active,1446,Low,0,0,0
1624580081,2016-04-21,Thursday,4.13000011444092,0,0,4.1100001335144,0.0199999995529652,0,0,186,1254,6349,Moderately Active,1467,Low,0,0,0
1624580081,2016-04-22,Friday,2.61999988555908,0,0,2.59999990463257,0,0,0,199,1241,4026,Light Active,1470,Low,0,0,0
1624580081,2016-04-23,Saturday,5.55000019073486,0,0,5.53999996185303,0.00999999977648258,0,0,227,1213,8538,Moderately Active,1562,Low,0,0,0
1624580081,2016-04-24,Sunday,3.95000004768372,1.14999997615814,0.910000026226044,1.88999998569489,0,16,18,185,1221,6076,Moderately Active,1617,Low,0,0,0
1624580081,2016-04-25,Monday,4.21999979019165,0,0,4.19999980926514,0.0199999995529652,0,0,202,1238,6497,Moderately Active,1492,Low,0,0,0
1624580081,2016-04-26,Tuesday,1.8400000333786,0,0,1.83000004291534,0.00999999977648258,0,0,140,1300,2826,Light Active,1402,Low,0,0,0
1624580081,2016-04-27,Wednesday,5.44000005722046,1.11000001430511,1.87000000476837,2.46000003814697,0,17,36,154,1233,8367,Moderately Active,1670,Low,0,0,0
1624580081,2016-04-28,Thursday,1.78999996185303,0,0.200000002980232,1.60000002384186,0,0,5,115,1320,2759,Light Active,1401,Low,0,0,0
1624580081,2016-04-29,Friday,1.54999995231628,0,0,1.54999995231628,0,0,0,150,1290,2390,Light Active,1404,Low,0,0,0
1624580081,2016-04-30,Saturday,4.30000019073486,0.899999976158142,1.27999997138977,2.11999988555908,0.00999999977648258,11,23,224,1182,6474,Moderately Active,1655,Low,0,0,0
1624580081,2016-05-01,Sunday,28.0300006866455,21.9200000762939,4.19000005722046,1.9099999666214,0.0199999995529652,186,63,171,1020,36019,Very Active,2690,High,0,0,0
1624580081,2016-05-02,Monday,4.92999982833862,0.860000014305115,0.589999973773956,3.47000002861023,0,7,6,166,1261,7155,Moderately Active,1497,Low,0,0,0
1624580081,2016-05-03,Tuesday,1.37000000476837,0,0,1.3400000333786,0.0199999995529652,0,0,96,1344,2100,Light Active,1334,Low,0,0,0
1624580081,2016-05-04,Wednesday,1.42999994754791,0,0,1.41999995708466,0,0,0,118,1322,2193,Light Active,1368,Low,0,0,0
1624580081,2016-05-05,Thursday,1.61000001430511,0,0,1.58000004291534,0.0199999995529652,0,0,117,1323,2470,Light Active,1370,Low,0,0,0
1624580081,2016-05-06,Friday,1.12000000476837,0,0,1.12000000476837,0.00999999977648258,0,0,102,1338,1727,Light Active,1341,Low,0,0,0
1624580081,2016-05-07,Saturday,1.37000000476837,0,0,1.37000000476837,0,0,0,182,1258,2104,Light Active,1474,Low,0,0,0
1624580081,2016-05-08,Sunday,2.23000001907349,0,0,2.22000002861023,0,0,0,152,1288,3427,Light Active,1427,Low,0,0,0
1624580081,2016-05-09,Monday,1.12999999523163,0,0,1.12999999523163,0,0,0,91,1349,1732,Light Active,1328,Low,0,0,0
1624580081,2016-05-10,Tuesday,1.92999994754791,0,0,1.91999995708466,0.00999999977648258,0,0,139,1301,2969,Light Active,1393,Low,0,0,0
1624580081,2016-05-11,Wednesday,2.03999996185303,0,0,2.03999996185303,0,0,0,112,1328,3134,Light Active,1359,Low,0,0,0
1624580081,2016-05-12,Thursday,1.92999994754791,0,0,1.91999995708466,0.00999999977648258,0,0,107,890,2971,Light Active,1002,Low,0,0,0
1644430081,2016-04-12,Tuesday,7.76999998092651,0.140000000596046,2.29999995231628,5.32999992370605,0,2,51,256,1131,10694,Moderately Active,3199,High,0,0,0
1644430081,2016-04-13,Wednesday,5.82000017166138,2.27999997138977,0.899999976158142,2.64000010490417,0,30,16,135,1259,8001,Moderately Active,2902,High,0,0,0
1644430081,2016-04-14,Thursday,8.02000045776367,0.360000014305115,2.55999994277954,5.09999990463257,0,5,58,252,1125,11037,Moderately Active,3226,High,0,0,0
1644430081,2016-04-15,Friday,3.82999992370605,0.219999998807907,0.150000005960464,3.45000004768372,0,3,4,170,1263,5263,Moderately Active,2750,High,0,0,0
1644430081,2016-04-16,Saturday,11.1199998855591,4.09999990463257,1.87999999523163,5.09000015258789,0,51,42,212,1135,15300,Very Active,3493,High,0,0,0
1644430081,2016-04-17,Sunday,6.36999988555908,2.25,0.569999992847443,3.54999995231628,0,29,13,186,1212,8757,Moderately Active,3011,High,0,0,0
1644430081,2016-04-18,Monday,5.19000005722046,1.07000005245209,1.66999995708466,2.45000004768372,0,15,33,121,1271,7132,Moderately Active,2806,High,0,0,0
1644430081,2016-04-19,Tuesday,8.18000030517578,0.360000014305115,2.52999997138977,5.30000019073486,0,5,58,278,1099,11256,Moderately Active,3300,High,0,0,0
1644430081,2016-04-20,Wednesday,1.76999998092651,0,0,1.75999999046326,0.00999999977648258,0,0,125,1315,2436,Light Active,2430,Medium,0,0,0
1644430081,2016-04-21,Thursday,0.889999985694885,0,0,0.879999995231628,0.00999999977648258,0,0,38,1402,1223,Light Active,2140,Medium,0,0,0
1644430081,2016-04-22,Friday,2.67000007629395,0,0,2.66000008583069,0.00999999977648258,0,0,86,1354,3673,Light Active,2344,Medium,0,0,0
1644430081,2016-04-23,Saturday,4.82999992370605,0,0.579999983310699,4.25,0,0,15,160,1265,6637,Moderately Active,2677,High,0,0,0
1644430081,2016-04-24,Sunday,2.41000008583069,0,0,2.41000008583069,0,0,0,89,1351,3321,Light Active,2413,Medium,0,0,0
1644430081,2016-04-25,Monday,2.59999990463257,0.589999973773956,0.0599999986588955,1.95000004768372,0,8,1,94,1337,3580,Light Active,2497,Medium,0,0,0
1644430081,2016-04-26,Tuesday,7.21000003814697,0.800000011920929,1.72000002861023,4.69000005722046,0,11,41,223,1165,9919,Moderately Active,3123,High,0,0,0
1644430081,2016-04-27,Wednesday,2.20000004768372,0,0,2.20000004768372,0,0,0,118,1322,3032,Light Active,2489,Medium,0,0,0
1644430081,2016-04-28,Thursday,6.84000015258789,0.200000002980232,2.3199999332428,4.30999994277954,0,3,53,227,1157,9405,Moderately Active,3108,High,0,0,0
1644430081,2016-04-29,Friday,2.30999994277954,0,0,2.30999994277954,0,0,0,120,1193,3176,Light Active,2498,Medium,1,119,127
1644430081,2016-04-30,Saturday,13.2399997711182,0.629999995231628,3.14000010490417,9.46000003814697,0,9,71,402,816,18213,Very Active,3846,High,1,124,142
1644430081,2016-05-01,Sunday,4.46000003814697,0.239999994635582,0.990000009536743,3.23000001907349,0,3,24,146,908,6132,Moderately Active,2696,High,0,0,0
1644430081,2016-05-02,Monday,2.73000001907349,0.0700000002980232,0.310000002384186,2.34999990463257,0,1,7,148,682,3758,Light Active,2580,High,1,796,961
1644430081,2016-05-03,Tuesday,9.34000015258789,0.720000028610229,4.09000015258789,4.53999996185303,0,10,94,221,1115,12850,Moderately Active,3324,High,0,0,0
1644430081,2016-05-04,Wednesday,1.67999994754791,0,0,1.6599999666214,0.0199999995529652,0,0,52,1388,2309,Light Active,2222,Medium,0,0,0
1644430081,2016-05-05,Thursday,3.19000005722046,0.519999980926514,0.540000021457672,2.13000011444092,0.00999999977648258,6,12,81,1341,4363,Light Active,2463,Medium,0,0,0
1644430081,2016-05-06,Friday,7.11999988555908,0.819999992847443,0.270000010728836,6.01000022888184,0.0199999995529652,11,6,369,1054,9787,Moderately Active,3328,High,0,0,0
1644430081,2016-05-07,Saturday,9.72000026702881,3.25999999046326,0.790000021457672,5.67000007629395,0.00999999977648258,41,17,243,1139,13372,Moderately Active,3404,High,0,0,0
1644430081,2016-05-08,Sunday,4.8899998664856,0,0,4.88000011444092,0,0,0,295,991,6724,Moderately Active,2987,High,1,137,154
1644430081,2016-05-09,Monday,4.82999992370605,2.39000010490417,0.349999994039536,2.08999991416931,0.00999999977648258,32,6,303,1099,6643,Moderately Active,3008,High,0,0,0
1644430081,2016-05-10,Tuesday,6.65999984741211,0.879999995231628,0.810000002384186,4.96999979019165,0.00999999977648258,12,19,155,1254,9167,Moderately Active,2799,High,0,0,0
1644430081,2016-05-11,Wednesday,0.970000028610229,0,0,0.949999988079071,0.00999999977648258,0,0,49,713,1329,Light Active,1276,Low,0,0,0
1844505072,2016-04-12,Tuesday,4.42999982833862,0,0,4.42999982833862,0,0,0,339,1101,6697,Moderately Active,2030,Medium,0,0,0
1844505072,2016-04-13,Wednesday,3.25999999046326,0,0,3.25999999046326,0,0,0,248,1192,4929,Light Active,1860,Medium,0,0,0
1844505072,2016-04-14,Thursday,5.25,0,0,5.23000001907349,0,0,0,373,843,7937,Moderately Active,2130,Medium,0,0,0
1844505072,2016-04-15,Friday,2.53999996185303,0,0,2.53999996185303,0,0,0,176,527,3844,Light Active,1725,Low,1,644,961
1844505072,2016-04-16,Saturday,2.25999999046326,0,0,2.25999999046326,0,0,0,147,1293,3414,Light Active,1657,Low,0,0,0
1844505072,2016-04-17,Sunday,2.99000000953674,0.140000000596046,0.259999990463257,2.58999991416931,0,2,8,199,1231,4525,Light Active,1793,Low,0,0,0
1844505072,2016-04-18,Monday,3.03999996185303,0,0.479999989271164,2.55999994277954,0,0,12,217,1211,4597,Light Active,1814,Medium,0,0,0
1844505072,2016-04-19,Tuesday,0.129999995231628,0,0,0.129999995231628,0,0,0,10,1430,197,Sedentary,1366,Low,0,0,0
1844505072,2016-04-20,Wednesday,0.00999999977648258,0,0,0.00999999977648258,0,0,0,1,1439,8,Sedentary,1349,Low,0,0,0
1844505072,2016-04-21,Thursday,5.32000017166138,0.119999997317791,0.519999980926514,4.67999982833862,0,2,13,308,1117,8054,Moderately Active,2062,Medium,0,0,0
1844505072,2016-04-22,Friday,3.54999995231628,0,0,3.54999995231628,0,0,0,220,1220,5372,Moderately Active,1827,Medium,0,0,0
1844505072,2016-04-23,Saturday,2.35999989509583,0,0,2.35999989509583,0,0,0,139,1301,3570,Light Active,1645,Low,0,0,0
1844505072,2016-04-24,Sunday,0,0,0,0,0,0,0,0,1440,0,Sedentary,1347,Low,0,0,0
1844505072,2016-04-25,Monday,0,0,0,0,0,0,0,0,1440,0,Sedentary,1347,Low,0,0,0
1844505072,2016-04-26,Tuesday,0,0,0,0,0,0,0,0,1440,0,Sedentary,1347,Low,0,0,0
1844505072,2016-04-27,Wednesday,0,0,0,0,0,0,0,1,1439,4,Sedentary,1348,Low,0,0,0
1844505072,2016-04-28,Thursday,4.57000017166138,0,0,4.55999994277954,0,0,0,302,1138,6907,Moderately Active,1992,Medium,0,0,0
1844505072,2016-04-29,Friday,3.25,0,0,3.25,0,0,0,247,1082,4920,Light Active,1856,Medium,0,0,0
1844505072,2016-04-30,Saturday,2.67000007629395,0,0,2.65000009536743,0,0,0,184,218,4014,Light Active,1763,Low,1,722,961
1844505072,2016-05-01,Sunday,1.70000004768372,0,0.259999990463257,1.45000004768372,0,0,7,75,585,2573,Light Active,1541,Low,1,590,961
1844505072,2016-05-02,Monday,0,0,0,0,0,0,0,0,1440,0,Sedentary,1348,Low,0,0,0
1844505072,2016-05-03,Tuesday,2.6800000667572,0,0,2.6800000667572,0,0,0,184,1256,4059,Light Active,1742,Low,0,0,0
1844505072,2016-05-04,Wednesday,1.37000000476837,0,0,1.37000000476837,0,0,0,87,1353,2080,Light Active,1549,Low,0,0,0
1844505072,2016-05-05,Thursday,1.48000001907349,0,0,1.48000001907349,0,0,0,120,1320,2237,Light Active,1589,Low,0,0,0
1844505072,2016-05-06,Friday,0.0299999993294477,0,0,0.0299999993294477,0,0,0,2,1438,44,Sedentary,1351,Low,0,0,0
1844505072,2016-05-07,Saturday,0,0,0,0,0,0,0,0,1440,0,Sedentary,1347,Low,0,0,0
1844505072,2016-05-08,Sunday,0,0,0,0,0,0,0,0,1440,0,Sedentary,1347,Low,0,0,0
1844505072,2016-05-09,Monday,0,0,0,0,0,0,0,0,1440,0,Sedentary,1347,Low,0,0,0
1844505072,2016-05-10,Tuesday,0,0,0,0,0,0,0,0,1440,0,Sedentary,1347,Low,0,0,0
1844505072,2016-05-11,Wednesday,0,0,0,0,0,0,0,0,1440,0,Sedentary,1347,Low,0,0,0
1844505072,2016-05-12,Thursday,0,0,0,0,0,0,0,0,711,0,Sedentary,665,Low,0,0,0
1927972279,2016-04-12,Tuesday,0.469999998807907,0,0,0.469999998807907,0,0,0,55,734,678,Light Active,2220,Medium,3,750,775
1927972279,2016-04-13,Wednesday,0.25,0,0,0.25,0,0,0,32,986,356,Sedentary,2151,Medium,1,398,422
1927972279,2016-04-14,Thursday,1.5,0,0.400000005960464,1.10000002384186,0,0,9,88,1292,2163,Light Active,2383,Medium,0,0,0
1927972279,2016-04-15,Friday,0.680000007152557,0,0,0.680000007152557,0,0,0,51,941,980,Light Active,2221,Medium,2,475,499
1927972279,2016-04-16,Saturday,0,0,0,0,0,0,0,0,1440,0,Sedentary,2064,Medium,0,0,0
1927972279,2016-04-17,Sunday,0,0,0,0,0,0,0,0,1440,0,Sedentary,2063,Medium,0,0,0
1927972279,2016-04-18,Monday,0.170000001788139,0,0,0.170000001788139,0,0,0,17,1423,244,Sedentary,2111,Medium,0,0,0
1927972279,2016-04-19,Tuesday,0,0,0,0,0,0,0,0,1440,0,Sedentary,2063,Medium,0,0,0
1927972279,2016-04-20,Wednesday,0,0,0,0,0,0,0,0,1440,0,Sedentary,2063,Medium,0,0,0
1927972279,2016-04-21,Thursday,0,0,0,0,0,0,0,0,1440,0,Sedentary,2064,Medium,0,0,0
1927972279,2016-04-22,Friday,0.100000001490116,0,0,0.100000001490116,0,0,0,10,1430,149,Sedentary,2093,Medium,0,0,0
1927972279,2016-04-23,Saturday,2.03999996185303,0,0,2.03999996185303,0,0,0,145,1295,2945,Light Active,2499,Medium,0,0,0
1927972279,2016-04-24,Sunday,1.45000004768372,0.0700000002980232,0.239999994635582,1.13999998569489,0,1,6,75,1358,2090,Light Active,2324,Medium,0,0,0
1927972279,2016-04-25,Monday,0.109999999403954,0,0,0.109999999403954,0,0,0,12,1303,152,Sedentary,2100,Medium,0,0,0
1927972279,2016-04-26,Tuesday,2.59999990463257,0,0,2.59999990463257,0,0,0,192,1058,3761,Light Active,2638,High,1,296,315
1927972279,2016-04-27,Wednesday,0,0,0,0,0,0,0,0,1440,0,Sedentary,2063,Medium,0,0,0
1927972279,2016-04-28,Thursday,1.1599999666214,0,0,1.1599999666214,0,0,0,95,1167,1675,Light Active,2351,Medium,1,166,178
1927972279,2016-04-29,Friday,0,0,0,0,0,0,0,0,1440,0,Sedentary,2063,Medium,0,0,0
1927972279,2016-04-30,Saturday,0,0,0,0,0,0,0,0,1440,0,Sedentary,2064,Medium,0,0,0
1927972279,2016-05-01,Sunday,1.87000000476837,1.00999999046326,0.0299999993294477,0.829999983310699,0,14,1,70,1355,2704,Light Active,2411,Medium,0,0,0
1927972279,2016-05-02,Monday,2.61999988555908,1.1599999666214,0.300000011920929,1.1599999666214,0,16,8,94,1322,3790,Light Active,2505,High,0,0,0
1927972279,2016-05-03,Tuesday,0.920000016689301,0.730000019073486,0,0.180000007152557,0,10,0,17,1413,1326,Light Active,2195,Medium,0,0,0
1927972279,2016-05-04,Wednesday,1.24000000953674,0,0,1.24000000953674,0,0,0,87,1353,1786,Light Active,2338,Medium,0,0,0
1927972279,2016-05-05,Thursday,0,0,0,0,0,0,0,0,1440,0,Sedentary,2063,Medium,0,0,0
1927972279,2016-05-06,Friday,1.45000004768372,0,0,1.45000004768372,0,0,0,108,1332,2091,Light Active,2383,Medium,0,0,0
1927972279,2016-05-07,Saturday,1.03999996185303,0,0,1.03999996185303,0,0,0,48,1392,1510,Light Active,2229,Medium,0,0,0
1927972279,2016-05-08,Sunday,0,0,0,0,0,0,0,0,1440,0,Sedentary,2063,Medium,0,0,0
1927972279,2016-05-09,Monday,0,0,0,0,0,0,0,0,1440,0,Sedentary,2063,Medium,0,0,0
1927972279,2016-05-10,Tuesday,0,0,0,0,0,0,0,0,1440,0,Sedentary,2063,Medium,0,0,0
1927972279,2016-05-11,Wednesday,0,0,0,0,0,0,0,0,1440,0,Sedentary,2063,Medium,0,0,0
1927972279,2016-05-12,Thursday,0,0,0,0,0,0,0,0,966,0,Sedentary,1383,Low,0,0,0
2022484408,2016-04-12,Tuesday,8.34000015258789,3.30999994277954,0.769999980926514,4.26000022888184,0,42,14,227,1157,11875,Moderately Active,2390,Medium,0,0,0
2022484408,2016-04-13,Wednesday,8.5,2.99000000953674,0.100000001490116,5.40999984741211,0,43,5,292,1100,12024,Moderately Active,2601,High,0,0,0
2022484408,2016-04-14,Thursday,7.5,2.48000001907349,0.209999993443489,4.82000017166138,0,32,3,257,1148,10690,Moderately Active,2312,Medium,0,0,0
2022484408,2016-04-15,Friday,8.02999973297119,1.94000005722046,0.310000002384186,5.78000020980835,0,27,9,282,1122,11034,Moderately Active,2525,High,0,0,0
2022484408,2016-04-16,Saturday,7.09000015258789,3.15000009536743,0.550000011920929,3.39000010490417,0,41,11,151,1237,10100,Moderately Active,2177,Medium,0,0,0
2022484408,2016-04-17,Sunday,11.3999996185303,3.86999988555908,0.660000026226044,6.88000011444092,0,28,29,331,1052,15112,Very Active,2782,High,0,0,0
2022484408,2016-04-18,Monday,10.0699996948242,3.64000010490417,0.119999997317791,6.30000019073486,0,48,3,311,1078,14131,Moderately Active,2770,High,0,0,0
2022484408,2016-04-19,Tuesday,8.52999973297119,3.28999996185303,0.239999994635582,5,0,31,7,250,1152,11548,Moderately Active,2489,Medium,0,0,0
2022484408,2016-04-20,Wednesday,10.6700000762939,3.33999991416931,1.92999994754791,5.40000009536743,0,48,63,276,1053,15112,Very Active,2897,High,0,0,0
2022484408,2016-04-21,Thursday,8.73999977111816,3.32999992370605,1.11000001430511,4.30999994277954,0,104,53,255,1028,12453,Moderately Active,3158,High,0,0,0
2022484408,2016-04-22,Friday,9.32999992370605,4.42999982833862,0.419999986886978,4.46999979019165,0,52,10,273,1105,12954,Moderately Active,2638,High,0,0,0
2022484408,2016-04-23,Saturday,4.21000003814697,0,0,4.21000003814697,0,0,0,249,1191,6001,Moderately Active,2069,Medium,0,0,0
2022484408,2016-04-24,Sunday,10.2799997329712,4.55000019073486,1.14999997615814,4.57999992370605,0,37,26,216,1161,13481,Moderately Active,2529,High,0,0,0
2022484408,2016-04-25,Monday,8.01000022888184,3.32999992370605,0.219999998807907,4.46000003814697,0,44,8,217,1171,11369,Moderately Active,2470,Medium,0,0,0
2022484408,2016-04-26,Tuesday,7.19000005722046,1.42999994754791,0.660000026226044,5.1100001335144,0,55,24,275,1086,10119,Moderately Active,2793,High,0,0,0
2022484408,2016-04-27,Wednesday,7.13000011444092,1.03999996185303,0.970000028610229,5.11999988555908,0,19,20,282,1119,10159,Moderately Active,2463,Medium,0,0,0
2022484408,2016-04-28,Thursday,7.11999988555908,0.409999996423721,1.33000004291534,5.3899998664856,0,6,20,291,1123,10140,Moderately Active,2296,Medium,0,0,0
2022484408,2016-04-29,Friday,7.19000005722046,0.479999989271164,1.21000003814697,5.5,0,21,40,281,1098,10245,Moderately Active,2611,High,0,0,0
2022484408,2016-04-30,Saturday,12.9099998474121,0.939999997615814,1.39999997615814,10.5699996948242,0,13,23,361,1043,18387,Very Active,2732,High,0,0,0
2022484408,2016-05-01,Sunday,7.40000009536743,1.94000005722046,0.959999978542328,4.5,0,25,28,245,1142,10538,Moderately Active,2380,Medium,0,0,0
2022484408,2016-05-02,Monday,7.28999996185303,2.60999989509583,0.340000003576279,4.32999992370605,0,36,8,277,1119,10379,Moderately Active,2473,Medium,0,0,0
2022484408,2016-05-03,Tuesday,8.73999977111816,3.99000000953674,0.46000000834465,4.28000020980835,0,72,14,250,1104,12183,Moderately Active,2752,High,0,0,0
2022484408,2016-05-04,Wednesday,8.28999996185303,2.50999999046326,0.930000007152557,4.84999990463257,0,36,27,272,1105,11768,Moderately Active,2649,High,0,0,0
2022484408,2016-05-05,Thursday,8.35000038146973,2.78999996185303,0.860000014305115,4.69999980926514,0,55,20,253,1112,11895,Moderately Active,2609,High,0,0,0
2022484408,2016-05-06,Friday,7.17999982833862,1.87000000476837,0.670000016689301,4.6399998664856,0,24,17,295,1104,10227,Moderately Active,2498,Medium,0,0,0
2022484408,2016-05-07,Saturday,4.71000003814697,1.61000001430511,0.0799999982118607,3.01999998092651,0,20,2,149,1269,6708,Moderately Active,1995,Medium,0,0,0
2022484408,2016-05-08,Sunday,2.30999994277954,0,0,2.30999994277954,0,0,0,135,1305,3292,Light Active,1848,Medium,0,0,0
2022484408,2016-05-09,Monday,9.39000034332275,2.11999988555908,1.62999999523163,5.6399998664856,0,35,47,297,1061,13379,Moderately Active,2709,High,0,0,0
2022484408,2016-05-10,Tuesday,8.97999954223633,2.22000002861023,1.21000003814697,5.55999994277954,0,57,28,271,1084,12798,Moderately Active,2797,High,0,0,0
2022484408,2016-05-11,Wednesday,9.31999969482422,4.17999982833862,1.14999997615814,3.99000000953674,0,58,25,224,1133,13272,Moderately Active,2544,High,0,0,0
